COMMUNE_NOM,SEXE,YEAR,POP65PLUS,PERC65PLUS
KÃ¤erjeng,F,2025,1183.0,1.112846177001806
KÃ¤erjeng,M,2020,834.0,0.901719104768083
KÃ¤erjeng,M,2021,849.0,0.896269239701877
KÃ¤erjeng,M,2022,870.0,0.8914208428537762
KÃ¤erjeng,M,2023,886.0,0.8827954525073981
KÃ¤erjeng,M,2024,941.0,0.9062018489984592
KÃ¤erjeng,M,2025,975.0,0.9171809151113788
Lac de la Haute-SÃ»re,F,2020,149.0,0.1610984971348253
Lac de la Haute-SÃ»re,F,2021,158.0,0.1667968667525283
Lac de la Haute-SÃ»re,F,2022,169.0,0.1731610602784921
Lac de la Haute-SÃ»re,F,2023,171.0,0.1703815151001863
Lac de la Haute-SÃ»re,F,2024,185.0,0.1781587057010785
Lac de la Haute-SÃ»re,F,2025,192.0,0.1806140878988561
Lac de la Haute-SÃ»re,M,2020,154.0,0.1665044869715644
Lac de la Haute-SÃ»re,M,2021,165.0,0.1741866013554884
Lac de la Haute-SÃ»re,M,2022,181.0,0.1854565201799235
Lac de la Haute-SÃ»re,M,2023,187.0,0.18632364516804
Lac de la Haute-SÃ»re,M,2024,201.0,0.1935670261941448
Lac de la Haute-SÃ»re,M,2025,204.0,0.1919024683925346
Larochette,F,2020,144.0,0.1556925072980862
Larochette,F,2021,151.0,0.1594071321495682
Larochette,F,2022,158.0,0.1618902220355134
Larochette,F,2023,159.0,0.158424917549296
Larochette,F,2024,165.0,0.1588983050847457
Larochette,F,2025,171.0,0.1608594220349187
Larochette,M,2020,125.0,0.1351497459184776
Larochette,M,2021,144.0,0.1520173975466081
Larochette,M,2022,137.0,0.1403731672080084
Larochette,M,2023,145.0,0.144475553739924
Larochette,M,2024,149.0,0.1434899845916795
Larochette,M,2025,150.0,0.1411047561709813
Lenningen,F,2020,126.0,0.1362309438858255
Lenningen,F,2021,130.0,0.1372379283406878
Lenningen,F,2022,141.0,0.1444716538418189
Lenningen,F,2023,183.0,0.1823381126510765
Lenningen,F,2024,205.0,0.1974191063174114
Lenningen,F,2025,215.0,0.2022501505117399
Lenningen,M,2020,117.0,0.1265001621796951
Lenningen,M,2021,118.0,0.1245698118784705
Lenningen,M,2022,118.0,0.1209053556974087
Lenningen,M,2023,148.0,0.1474647031276466
Lenningen,M,2024,175.0,0.1685285053929121
Lenningen,M,2025,170.0,0.1599187236604455
Leudelange,F,2020,205.0,0.2216455833063033
Leudelange,F,2021,219.0,0.2311931254354665
Leudelange,F,2022,222.0,0.2274660081764808
Leudelange,F,2023,229.0,0.2281717365961559
Leudelange,F,2024,248.0,0.2388289676425269
Leudelange,F,2025,248.0,0.2332931968693558
Leudelange,M,2020,193.0,0.2086712076981295
Leudelange,M,2021,200.0,0.211135274370289
Leudelange,M,2022,206.0,0.2110720616412389
Leudelange,M,2023,213.0,0.2122296065283022
Leudelange,M,2024,228.0,0.2195685670261941
Leudelange,M,2025,240.0,0.2257676098735701
Lintgen,F,2020,214.0,0.2313763650124338
Lintgen,F,2021,228.0,0.2406942127821295
Lintgen,F,2022,229.0,0.2346383597856491
Lintgen,F,2023,236.0,0.2351464185008419
Lintgen,F,2024,243.0,0.2340138674884437
Lintgen,F,2025,248.0,0.2332931968693558
Lintgen,M,2020,189.0,0.2043464158287382
Lintgen,M,2021,208.0,0.2195806853451005
Lintgen,M,2022,219.0,0.224392143201123
Lintgen,M,2023,231.0,0.2301645028546377
Lintgen,M,2024,251.0,0.2417180277349768
Lintgen,M,2025,262.0,0.2464629741119807
Lorentzweiler,F,2020,430.0,0.4649151259595632
Lorentzweiler,F,2021,455.0,0.4803327491924076
Lorentzweiler,F,2022,464.0,0.4754244495220139
Lorentzweiler,F,2023,497.0,0.4952024152327053
Lorentzweiler,F,2024,514.0,0.4949922958397534
Lorentzweiler,F,2025,515.0,0.4844596628537025
Lorentzweiler,M,2020,390.0,0.4216672072656503
Lorentzweiler,M,2021,384.0,0.405379726790955
Lorentzweiler,M,2022,387.0,0.3965285818211625
Lorentzweiler,M,2023,401.0,0.3995496348255831
Lorentzweiler,M,2024,410.0,0.3948382126348228
Lorentzweiler,M,2025,417.0,0.3922712221553281
Luxembourg,F,2020,8301.0,8.975024326954266
Luxembourg,F,2021,8438.0,8.907797225682494
Luxembourg,F,2022,8680.0,8.89371599536871
Luxembourg,F,2023,8829.0,8.797066648067515
Luxembourg,F,2024,8905.0,8.575693374422189
Luxembourg,F,2025,9059.0,8.521786574352799
Luxembourg,M,2020,6747.0,7.294842685695752
Luxembourg,M,2021,6855.0,7.236661529041657
Luxembourg,M,2022,7041.0,7.214361097164872
Luxembourg,M,2023,7246.0,7.21979215447924
Luxembourg,M,2024,7400.0,7.126348228043143
Luxembourg,M,2025,7512.0,7.066526189042745
Mamer,F,2020,910.0,0.9838901502865176
Mamer,F,2021,937.0,0.9891687604248042
Mamer,F,2022,945.0,0.9682674672377224
Mamer,F,2023,970.0,0.96649163536363
Mamer,F,2024,991.0,0.9543528505392912
Mamer,F,2025,1009.0,0.9491646598434678
Mamer,M,2020,719.0,0.7773813385230836
Mamer,M,2021,738.0,0.7790891624263665
Mamer,M,2022,761.0,0.7797370820824411
Mamer,M,2023,782.0,0.7791716070663491
Mamer,M,2024,798.0,0.7684899845916795
Mamer,M,2025,808.0,0.7600842865743528
Manternach,F,2020,188.0,0.2032652178613904
Manternach,F,2021,201.0,0.2121909507421404
Manternach,F,2022,202.0,0.2069735750074285
Manternach,F,2023,199.0,0.1982802427189302
Manternach,F,2024,206.0,0.198382126348228
Manternach,F,2025,211.0,0.1984873570138471
Manternach,M,2020,157.0,0.1697480808736079
Manternach,M,2021,166.0,0.1752422777273399
Manternach,M,2022,178.0,0.1823826552045657
Manternach,M,2023,191.0,0.1903091776850034
Manternach,M,2024,197.0,0.1897149460708782
Manternach,M,2025,203.0,0.1909617700180614
Mersch,F,2020,878.0,0.9492918153313872
Mersch,F,2021,901.0,0.951164411038152
Mersch,F,2022,919.0,0.9416273041179544
Mersch,F,2023,925.0,0.9216543945477916
Mersch,F,2024,981.0,0.9447226502311248
Mersch,F,2025,986.0,0.927528597230584
Mersch,M,2020,683.0,0.738458211698562
Mersch,M,2021,714.0,0.753752929501932
Mersch,M,2022,730.0,0.7479738106704099
Mersch,M,2023,753.0,0.7502764963183643
Mersch,M,2024,781.0,0.7521186440677966
Mersch,M,2025,800.0,0.7525586995785671
Mertert,F,2020,426.0,0.4605903340901719
Mertert,F,2021,427.0,0.4507738107805671
Mertert,F,2022,449.0,0.4600551246452247
Mertert,F,2023,453.0,0.4513615575461077
Mertert,F,2024,483.0,0.4651386748844376
Mertert,F,2025,488.0,0.4590608067429259
Mertert,M,2020,392.0,0.4238296032003459
Mertert,M,2021,386.0,0.4074910795346578
Mertert,M,2022,391.0,0.400627068454973
Mertert,M,2023,414.0,0.4125026155057142
Mertert,M,2024,424.0,0.4083204930662557
Mertert,M,2025,426.0,0.4007375075255869
Mertzig,F,2020,145.0,0.1567737052654341
Mertzig,F,2021,150.0,0.1583514557777167
Mertzig,F,2022,165.0,0.1690625736446817
Mertzig,F,2023,166.0,0.165399599453982
Mertzig,F,2024,188.0,0.1810477657935285
Mertzig,F,2025,187.0,0.17591059602649
Mertzig,M,2020,123.0,0.132987349983782
Mertzig,M,2021,129.0,0.1361822519688364
Mertzig,M,2022,132.0,0.1352500589157453
Mertzig,M,2023,136.0,0.1355081055767563
Mertzig,M,2024,153.0,0.147342064714946
Mertzig,M,2025,167.0,0.1570966285370258
Mondercange,F,2020,702.0,0.7590009730781706
Mondercange,F,2021,706.0,0.7453075185271203
Mondercange,F,2022,728.0,0.7459245673535047
Mondercange,F,2023,752.0,0.7492801131891236
Mondercange,F,2024,795.0,0.7656009244992296
Mondercange,F,2025,811.0,0.7629063816977725
Mondercange,M,2020,609.0,0.6584495621148232
Mondercange,M,2021,622.0,0.6566307032915989
Mondercange,M,2022,628.0,0.6434624015082431
Mondercange,M,2023,654.0,0.6516345665235197
Mondercange,M,2024,688.0,0.662557781201849
Mondercange,M,2025,695.0,0.6537853702588802
Mondorf-les-Bains,F,2020,774.0,0.8368472267272137
Mondorf-les-Bains,F,2021,776.0,0.8192048645567215
Mondorf-les-Bains,F,2022,797.0,0.8166234617867353
Mondorf-les-Bains,F,2023,795.0,0.7921245877464802
Mondorf-les-Bains,F,2024,780.0,0.75115562403698
Mondorf-les-Bains,F,2025,803.0,0.7553807947019868
Mondorf-les-Bains,M,2020,523.0,0.5654665369229106
Mondorf-les-Bains,M,2021,534.0,0.5637311825686717
Mondorf-les-Bains,M,2022,562.0,0.5758373720503704
Mondorf-les-Bains,M,2023,560.0,0.5579745523748793
Mondorf-les-Bains,M,2024,579.0,0.5575885978428351
Mondorf-les-Bains,M,2025,606.0,0.5700632149307646
Niederanven,F,2020,775.0,0.8379284246945615
Niederanven,F,2021,799.0,0.8434854211093048
Niederanven,F,2022,821.0,0.8412143815895979
Niederanven,F,2023,834.0,0.8309835297868736
Niederanven,F,2024,886.0,0.853235747303544
Niederanven,F,2025,905.0,0.8513320288982541
Niederanven,M,2020,650.0,0.7027786787760839
Niederanven,M,2021,647.0,0.6830226125878851
Niederanven,M,2022,668.0,0.6844472678463477
Niederanven,M,2023,676.0,0.6735549953668185
Niederanven,M,2024,715.0,0.6885593220338982
Niederanven,M,2025,729.0,0.6857691149909693
Nommern,F,2020,74.0,0.0800086495837387
Nommern,F,2021,79.0,0.0833984333762641
Nommern,F,2022,80.0,0.0819697326762093
Nommern,F,2023,87.0,0.0866853322439544
Nommern,F,2024,95.0,0.0914869029275809
Nommern,F,2025,101.0,0.0950105358217941
Nommern,M,2020,86.0,0.0929830251919126
Nommern,M,2021,93.0,0.0981779025821844
Nommern,M,2022,96.0,0.0983636792114511
Nommern,M,2023,104.0,0.103623845441049
Nommern,M,2024,113.0,0.1088212634822804
Nommern,M,2025,115.0,0.108180313064419
Parc Hosingen,F,2020,246.0,0.265974699967564
Parc Hosingen,F,2021,251.0,0.2649747693347127
Parc Hosingen,F,2022,261.0,0.2674262528561328
Parc Hosingen,F,2023,266.0,0.2650379123780676
Parc Hosingen,F,2024,283.0,0.2725346687211094
Parc Hosingen,F,2025,292.0,0.2746839253461769
Parc Hosingen,M,2020,230.0,0.2486755324899989
Parc Hosingen,M,2021,240.0,0.2533623292443468
Parc Hosingen,M,2022,240.0,0.2459091980286279
Parc Hosingen,M,2023,260.0,0.2590596136026225
Parc Hosingen,M,2024,262.0,0.2523112480739599
Parc Hosingen,M,2025,271.0,0.2549292594822396
PrÃ©izerdaul,F,2020,122.0,0.1319061520164341
PrÃ©izerdaul,F,2021,130.0,0.1372379283406878
PrÃ©izerdaul,F,2022,130.0,0.1332008155988401
PrÃ©izerdaul,F,2023,138.0,0.1375008718352381
PrÃ©izerdaul,F,2024,136.0,0.1309707241910631
PrÃ©izerdaul,F,2025,149.0,0.1401640577965081
PrÃ©izerdaul,M,2020,107.0,0.1156881825062169
PrÃ©izerdaul,M,2021,116.0,0.1224584591347676
PrÃ©izerdaul,M,2022,120.0,0.1229545990143139
PrÃ©izerdaul,M,2023,136.0,0.1355081055767563
PrÃ©izerdaul,M,2024,145.0,0.1396379044684129
PrÃ©izerdaul,M,2025,145.0,0.1364012642986153
Putscheid,F,2020,67.0,0.072440263812304
Putscheid,F,2021,68.0,0.0717859932858982
Putscheid,F,2022,77.0,0.0788958677008514
Putscheid,F,2023,83.0,0.082699799726991
Putscheid,F,2024,81.0,0.0780046224961479
Putscheid,F,2025,86.0,0.0809000602046959
Putscheid,M,2020,66.0,0.0713590658449562
Putscheid,M,2021,71.0,0.0749530224014526
Putscheid,M,2022,74.0,0.0758220027254936
Putscheid,M,2023,83.0,0.082699799726991
Putscheid,M,2024,84.0,0.0808936825885978
Putscheid,M,2025,85.0,0.0799593618302227
PÃ©tange,F,2020,1551.0,1.6769380473564708
PÃ©tange,F,2021,1568.0,1.6553005510630665
PÃ©tange,F,2022,1612.0,1.6516901134256177
PÃ©tange,F,2023,1663.0,1.656985143927543
PÃ©tange,F,2024,1678.0,1.6159476117103235
PÃ©tange,F,2025,1717.0,1.6151791089704997
PÃ©tange,M,2020,1194.0,1.2909503730132987
PÃ©tange,M,2021,1231.0,1.299537613749129
PÃ©tange,M,2022,1277.0,1.3084418578439911
PÃ©tange,M,2023,1316.0,1.311240198080966
PÃ©tange,M,2024,1403.0,1.3511171032357474
PÃ©tange,M,2025,1437.0,1.3517835641180012
Rambrouch,F,2020,347.0,0.375175694669694
Rambrouch,F,2021,363.0,0.3832105229820746
Rambrouch,F,2022,368.0,0.3770607703105628
Rambrouch,F,2023,373.0,0.3716509072068392
Rambrouch,F,2024,381.0,0.3669106317411402
Rambrouch,F,2025,393.0,0.3696944611679711
Rambrouch,M,2020,338.0,0.3654449129635636
Rambrouch,M,2021,344.0,0.3631526719168971
Rambrouch,M,2022,362.0,0.3709130403598471
Rambrouch,M,2023,370.0,0.3686617578191166
Rambrouch,M,2024,389.0,0.3746147919876733
Rambrouch,M,2025,392.0,0.3687537627934979
Reckange-sur-Mess,F,2020,220.0,0.2378635528165207
Reckange-sur-Mess,F,2021,228.0,0.2406942127821295
Reckange-sur-Mess,F,2022,238.0,0.2438599547117227
Reckange-sur-Mess,F,2023,239.0,0.2381355678885645
Reckange-sur-Mess,F,2024,248.0,0.2388289676425269
Reckange-sur-Mess,F,2025,259.0,0.2436408789885611
Reckange-sur-Mess,M,2020,199.0,0.2151583955022164
Reckange-sur-Mess,M,2021,209.0,0.220636361716952
Reckange-sur-Mess,M,2022,215.0,0.2202936565673125
Reckange-sur-Mess,M,2023,217.0,0.2162151390452656
Reckange-sur-Mess,M,2024,226.0,0.2176425269645608
Reckange-sur-Mess,M,2025,232.0,0.2182420228777845
Redange/Attert,F,2020,280.0,0.3027354308573899
Redange/Attert,F,2021,281.0,0.2966450604902561
Redange/Attert,F,2022,286.0,0.2930417943174482
Redange/Attert,F,2023,303.0,0.3019040881599792
Redange/Attert,F,2024,311.0,0.2994992295839753
Redange/Attert,F,2025,328.0,0.3085490668272125
Redange/Attert,M,2020,212.0,0.2292139690777381
Redange/Attert,M,2021,223.0,0.2354158309228722
Redange/Attert,M,2022,235.0,0.2407860897363648
Redange/Attert,M,2023,248.0,0.2471030160517322
Redange/Attert,M,2024,262.0,0.2523112480739599
Redange/Attert,M,2025,281.0,0.2643362432269717
Reisdorf,F,2020,86.0,0.0929830251919126
Reisdorf,F,2021,86.0,0.0907881679792242
Reisdorf,F,2022,87.0,0.0891420842853776
Reisdorf,F,2023,89.0,0.0886780985024361
Reisdorf,F,2024,88.0,0.0847457627118644
Reisdorf,F,2025,90.0,0.0846628537025888
Reisdorf,M,2020,73.0,0.0789274516163909
Reisdorf,M,2021,75.0,0.0791757278888583
Reisdorf,M,2022,81.0,0.0829943543346619
Reisdorf,M,2023,84.0,0.0836961828562318
Reisdorf,M,2024,80.0,0.0770416024653312
Reisdorf,M,2025,79.0,0.0743151715833835
Remich,F,2020,459.0,0.49626986701265
Remich,F,2021,479.0,0.5056689821168423
Remich,F,2022,504.0,0.5164093158601186
Remich,F,2023,517.0,0.5151300778175224
Remich,F,2024,515.0,0.49595531587057
Remich,F,2025,525.0,0.4938666465984347
Remich,M,2020,390.0,0.4216672072656503
Remich,M,2021,386.0,0.4074910795346578
Remich,M,2022,399.0,0.4088240417225939
Remich,M,2023,411.0,0.4095134661179916
Remich,M,2024,418.0,0.4025423728813559
Remich,M,2025,436.0,0.4101444912703191
Roeser,F,2020,581.0,0.6281760190290842
Roeser,F,2021,588.0,0.6207377066486498
Roeser,F,2022,604.0,0.6188714817053803
Roeser,F,2023,631.0,0.6287177545509799
Roeser,F,2024,654.0,0.6298151001540832
Roeser,F,2025,666.0,0.626505117399157
Roeser,M,2020,494.0,0.5341117958698237
Roeser,M,2021,506.0,0.5341722441568313
Roeser,M,2022,532.0,0.5450987222967919
Roeser,M,2023,551.0,0.5490071042117115
Roeser,M,2024,565.0,0.5441063174114021
Roeser,M,2025,575.0,0.5409015653220951
Rosport-Mompach,F,2020,258.0,0.2789490755757379
Rosport-Mompach,F,2021,261.0,0.2755315330532272
Rosport-Mompach,F,2022,272.0,0.2786970910991116
Rosport-Mompach,F,2023,282.0,0.2809800424459213
Rosport-Mompach,F,2024,300.0,0.2889060092449922
Rosport-Mompach,F,2025,314.0,0.2953792895845876
Rosport-Mompach,M,2020,268.0,0.2897610552492161
Rosport-Mompach,M,2021,274.0,0.2892553258872959
Rosport-Mompach,M,2022,279.0,0.2858694427082799
Rosport-Mompach,M,2023,293.0,0.2919402568675707
Rosport-Mompach,M,2024,301.0,0.2898690292758089
Rosport-Mompach,M,2025,305.0,0.2869130042143287
Rumelange,F,2020,448.0,0.4843766893718239
Rumelange,F,2021,455.0,0.4803327491924076
Rumelange,F,2022,454.0,0.4651782329374878
Rumelange,F,2023,420.0,0.4184809142811593
Rumelange,F,2024,420.0,0.4044684129429892
Rumelange,F,2025,427.0,0.4016782059000602
Rumelange,M,2020,348.0,0.3762568926370418
Rumelange,M,2021,352.0,0.3715980828917087
Rumelange,M,2022,365.0,0.3739869053352049
Rumelange,M,2023,364.0,0.3626834590436715
Rumelange,M,2024,374.0,0.3601694915254237
Rumelange,M,2025,378.0,0.3555839855508729
Saeul,F,2020,47.0,0.0508163044653476
Saeul,F,2021,52.0,0.0548951713362751
Saeul,F,2022,54.0,0.0553295695564412
Saeul,F,2023,52.0,0.0518119227205245
Saeul,F,2024,53.0,0.0510400616332819
Saeul,F,2025,55.0,0.0517384105960264
Saeul,M,2020,45.0,0.0486539085306519
Saeul,M,2021,48.0,0.0506724658488693
Saeul,M,2022,52.0,0.053280326239536
Saeul,M,2023,53.0,0.0528083058497653
Saeul,M,2024,58.0,0.0558551617873651
Saeul,M,2025,55.0,0.0517384105960264
Sandweiler,F,2020,290.0,0.3135474105308682
Sandweiler,F,2021,289.0,0.3050904714650677
Sandweiler,F,2022,308.0,0.3155834708034059
Sandweiler,F,2023,315.0,0.3138606857108695
Sandweiler,F,2024,313.0,0.3014252696456086
Sandweiler,F,2025,334.0,0.3141932570740517
Sandweiler,M,2020,258.0,0.2789490755757379
Sandweiler,M,2021,260.0,0.2744758566813757
Sandweiler,M,2022,266.0,0.2725493611483959
Sandweiler,M,2023,271.0,0.2700198280242719
Sandweiler,M,2024,274.0,0.2638674884437596
Sandweiler,M,2025,283.0,0.2662176399759181
Sanem,F,2020,1514.0,1.6369337225646017
Sanem,F,2021,1552.0,1.638409729113443
Sanem,F,2022,1598.0,1.637345410207281
Sanem,F,2023,1634.0,1.6280900331795582
Sanem,F,2024,1688.0,1.6255778120184898
Sanem,F,2025,1731.0,1.6283488862131248
Sanem,M,2020,1301.0,1.4066385555195156
Sanem,M,2021,1324.0,1.3977155163313135
Sanem,M,2022,1355.0,1.388362347203295
Sanem,M,2023,1374.0,1.3690304195769358
Sanem,M,2024,1424.0,1.3713405238828968
Sanem,M,2025,1450.0,1.364012642986153
Schengen,F,2020,402.0,0.4346415828738242
Schengen,F,2021,427.0,0.4507738107805671
Schengen,F,2022,439.0,0.4498089080606985
Schengen,F,2023,454.0,0.4523579406753485
Schengen,F,2024,464.0,0.4468412942989214
Schengen,F,2025,472.0,0.4440096327513546
Schengen,M,2020,374.0,0.4043680397880852
Schengen,M,2021,395.0,0.4169921668813209
Schengen,M,2022,413.0,0.4231687449409305
Schengen,M,2023,424.0,0.4224664467981228
Schengen,M,2024,447.0,0.4304699537750385
Schengen,M,2025,465.0,0.4374247441300421
Schieren,F,2020,143.0,0.1546113093307384
Schieren,F,2021,158.0,0.1667968667525283
Schieren,F,2022,168.0,0.1721364386200395
Schieren,F,2023,168.0,0.1673923657124637
Schieren,F,2024,173.0,0.1666024653312789
Schieren,F,2025,182.0,0.171207104154124
Schieren,M,2020,135.0,0.1459617255919559
Schieren,M,2021,132.0,0.1393492810843907
Schieren,M,2022,145.0,0.1485701404756293
Schieren,M,2023,151.0,0.1504538525153692
Schieren,M,2024,147.0,0.1415639445300462
Schieren,M,2025,154.0,0.1448675496688741
Schifflange,F,2020,959.0,1.0368688506865609
Schifflange,F,2021,971.0,1.0250617570677534
Schifflange,F,2022,978.0,1.0020799819666588
Schifflange,F,2023,1002.0,0.9983758954993376
Schifflange,F,2024,1031.0,0.992873651771957
Schifflange,F,2025,1034.0,0.972682119205298
Schifflange,M,2020,751.0,0.8119796734782139
Schifflange,M,2021,746.0,0.787534573401178
Schifflange,M,2022,750.0,0.7684662438394623
Schifflange,M,2023,786.0,0.7831571395833126
Schifflange,M,2024,808.0,0.7781201848998459
Schifflange,M,2025,826.0,0.7770168573148706
Schuttrange,F,2020,302.0,0.3265217861390421
Schuttrange,F,2021,330.0,0.3483732027109769
Schuttrange,F,2022,349.0,0.3575929587999631
Schuttrange,F,2023,372.0,0.3706545240775983
Schuttrange,F,2024,400.0,0.3852080123266564
Schuttrange,F,2025,410.0,0.3856863335340156
Schuttrange,M,2020,312.0,0.3373337658125203
Schuttrange,M,2021,328.0,0.346261849967274
Schuttrange,M,2022,335.0,0.3432482555816264
Schuttrange,M,2023,345.0,0.3437521795880952
Schuttrange,M,2024,354.0,0.3409090909090909
Schuttrange,M,2025,366.0,0.3442956050571945
Stadtbredimus,F,2020,135.0,0.1459617255919559
Stadtbredimus,F,2021,142.0,0.1499060448029052
Stadtbredimus,F,2022,142.0,0.1454962755002715
Stadtbredimus,F,2023,152.0,0.15145023564461
Stadtbredimus,F,2024,158.0,0.1521571648690292
Stadtbredimus,F,2025,167.0,0.1570966285370258
Stadtbredimus,M,2020,124.0,0.1340685479511298
Stadtbredimus,M,2021,130.0,0.1372379283406878
Stadtbredimus,M,2022,130.0,0.1332008155988401
Stadtbredimus,M,2023,139.0,0.1384972549644789
Stadtbredimus,M,2024,157.0,0.1511941448382126
Stadtbredimus,M,2025,157.0,0.1476896447922938
Steinfort,F,2020,479.0,0.5178938263596065
Steinfort,F,2021,502.0,0.5299495386694255
Steinfort,F,2022,533.0,0.5461233439552445
Steinfort,F,2023,549.0,0.5470143379532298
Steinfort,F,2024,586.0,0.5643297380585517
Steinfort,F,2025,604.0,0.5681818181818182
Steinfort,M,2020,415.0,0.4486971564493459
Steinfort,M,2021,440.0,0.4644976036146359
Steinfort,M,2022,465.0,0.4764490711804666
Steinfort,M,2023,476.0,0.4742783695186473
Steinfort,M,2024,493.0,0.474768875192604
Steinfort,M,2025,513.0,0.4825782661047562
Steinsel,F,2020,637.0,0.6887231052005622
Steinsel,F,2021,637.0,0.6724658488693706
Steinsel,F,2022,648.0,0.6639548346772954
Steinsel,F,2023,661.0,0.6586092484282057
Steinsel,F,2024,692.0,0.6664098613251156
Steinsel,F,2025,708.0,0.6660144491270319
Steinsel,M,2020,465.0,0.5027570548167369
Steinsel,M,2021,480.0,0.5067246584886936
Steinsel,M,2022,490.0,0.502064612641782
Steinsel,M,2023,492.0,0.490220499586501
Steinsel,M,2024,502.0,0.4834360554699537
Steinsel,M,2025,528.0,0.4966887417218543
Strassen,F,2020,749.0,0.8098172775435182
Strassen,F,2021,783.0,0.8265945991596815
Strassen,F,2022,803.0,0.8227711917374511
Strassen,F,2023,812.0,0.8090631009435748
Strassen,F,2024,826.0,0.7954545454545454
Strassen,F,2025,857.0,0.8061785069235401
Strassen,M,2020,596.0,0.6443939885393015
Strassen,M,2021,601.0,0.6344614994827186
Strassen,M,2022,635.0,0.6506347531174115
Strassen,M,2023,642.0,0.6396779689726293
Strassen,M,2024,660.0,0.6355932203389831
Strassen,M,2025,691.0,0.6500225767609873
Tandel,F,2020,135.0,0.1459617255919559
Tandel,F,2021,134.0,0.1414606338280936
Tandel,F,2022,137.0,0.1403731672080084
Tandel,F,2023,142.0,0.1414864043522015
Tandel,F,2024,158.0,0.1521571648690292
Tandel,F,2025,161.0,0.1514524382901866
Tandel,M,2020,140.0,0.1513677154286949
Tandel,M,2021,142.0,0.1499060448029052
Tandel,M,2022,151.0,0.154717870426345
Tandel,M,2023,156.0,0.1554357681615734
Tandel,M,2024,157.0,0.1511941448382126
Tandel,M,2025,156.0,0.1467489464178205
Troisvierges,F,2020,244.0,0.2638123040328683
Troisvierges,F,2021,255.0,0.2691974748221185
Troisvierges,F,2022,262.0,0.2684508745145855
Troisvierges,F,2023,281.0,0.2799836593166804
Troisvierges,F,2024,295.0,0.2840909090909091
Troisvierges,F,2025,303.0,0.2850316074653823
Troisvierges,M,2020,232.0,0.2508379284246945
Troisvierges,M,2021,242.0,0.2554736819880497
Troisvierges,M,2022,256.0,0.2623031445638698
Troisvierges,M,2023,278.0,0.2769945099289579
Troisvierges,M,2024,306.0,0.2946841294298921
Troisvierges,M,2025,306.0,0.2878537025888019
Useldange,F,2020,128.0,0.1383933398205211
Useldange,F,2021,137.0,0.1446276629436479
Useldange,F,2022,140.0,0.1434470321833663
Useldange,F,2023,148.0,0.1474647031276466
Useldange,F,2024,160.0,0.1540832049306625
Useldange,F,2025,158.0,0.148630343166767
Useldange,M,2020,109.0,0.1178505784409125
Useldange,M,2021,120.0,0.1266811646221734
Useldange,M,2022,133.0,0.1362746805741979
Useldange,M,2023,142.0,0.1414864043522015
Useldange,M,2024,146.0,0.1406009244992296
Useldange,M,2025,154.0,0.1448675496688741
VallÃ©e de l'Ernz,F,2020,167.0,0.1805600605470861
VallÃ©e de l'Ernz,F,2021,172.0,0.1815763359584485
VallÃ©e de l'Ernz,F,2022,177.0,0.1813580335461131
VallÃ©e de l'Ernz,F,2023,176.0,0.1753634307463906
VallÃ©e de l'Ernz,F,2024,186.0,0.1791217257318952
VallÃ©e de l'Ernz,F,2025,195.0,0.1834361830222757
VallÃ©e de l'Ernz,M,2020,144.0,0.1556925072980862
VallÃ©e de l'Ernz,M,2021,153.0,0.1615184848932711
VallÃ©e de l'Ernz,M,2022,158.0,0.1618902220355134
VallÃ©e de l'Ernz,M,2023,172.0,0.1713778982294271
VallÃ©e de l'Ernz,M,2024,184.0,0.1771956856702619
VallÃ©e de l'Ernz,M,2025,193.0,0.1815547862733293
Vianden,F,2020,212.0,0.2292139690777381
Vianden,F,2021,218.0,0.230137449063615
Vianden,F,2022,230.0,0.2356629814441017
Vianden,F,2023,233.0,0.2321572691131193
Vianden,F,2024,225.0,0.2166795069337442
Vianden,F,2025,230.0,0.216360626128838
Vianden,M,2020,140.0,0.1513677154286949
Vianden,M,2021,155.0,0.163629837636974
Vianden,M,2022,156.0,0.1598409787186081
Vianden,M,2023,166.0,0.165399599453982
Vianden,M,2024,173.0,0.1666024653312789
Vianden,M,2025,193.0,0.1815547862733293
Vichten,F,2020,75.0,0.0810898475510866
Vichten,F,2021,79.0,0.0833984333762641
Vichten,F,2022,85.0,0.0870928409684723
Vichten,F,2023,88.0,0.0876817153731953
Vichten,F,2024,96.0,0.0924499229583975
Vichten,F,2025,103.0,0.0968919325707405
Vichten,M,2020,79.0,0.0854146394204778
Vichten,M,2021,84.0,0.0886768152355214
Vichten,M,2022,87.0,0.0891420842853776
Vichten,M,2023,87.0,0.0866853322439544
Vichten,M,2024,90.0,0.0866718027734976
Vichten,M,2025,96.0,0.090307043949428
Wahl,F,2020,68.0,0.0735214617796518
Wahl,F,2021,71.0,0.0749530224014526
Wahl,F,2022,72.0,0.0737727594085883
Wahl,F,2023,0.0,0.0
Wahl,F,2024,0.0,0.0
Wahl,F,2025,0.0,0.0
Wahl,M,2020,58.0,0.0627094821061736
Wahl,M,2021,57.0,0.0601735531955323
Wahl,M,2022,58.0,0.0594280561902517
Wahl,M,2023,0.0,0.0
Wahl,M,2024,0.0,0.0
Wahl,M,2025,0.0,0.0
Waldbillig,F,2020,95.0,0.102713806898043
Waldbillig,F,2021,98.0,0.1034562844414416
Waldbillig,F,2022,103.0,0.1055360308206194
